"",temperature,humidite,force_moyenne_du_vecteur_de_vent,force_du_vecteur_de_vent_max,pluie_intensite_max,date,quartier,sismicite,concentration_gaz,pluie_totale,catastrophe
2426,30.0,54.7,7.1,11.0,0.0,2170-09-29,2,0.95,280.55,205.66,1
2427,30.0,54.7,7.1,11.0,0.0,2170-09-29,3,0.7,268.86,368.81,2
2428,30.0,54.7,7.1,11.0,0.0,2170-09-29,4,0.57,116.95,857.8,3
2429,30.0,54.7,7.1,11.0,0.0,2170-09-29,5,0.59,144.03,201.28,0
10,29.7,48.7,4.0,5.8,0.0,2170-10-01,1,0.92,205.07,696.46,2
11,29.7,48.7,4.0,5.8,0.0,2170-10-01,2,0.84,299.35,331.73,1
12,29.7,48.7,4.0,5.8,0.0,2170-10-01,3,0.86,213.04,569.02,2
13,29.7,48.7,4.0,5.8,0.0,2170-10-01,4,0.54,147.88,321.36,0
14,29.7,48.7,4.0,5.8,0.0,2170-10-01,5,0.48,181.73,663.53,0
1220,26.6,60.3,4.5,15.0,0.0,2170-10-02,1,0.66,231.74,48.75,3
1221,26.6,60.3,4.5,15.0,0.0,2170-10-02,2,0.81,287.96,145.65,1
1222,26.6,60.3,4.5,15.0,0.0,2170-10-02,3,0.86,160.2,509.21,3
1223,26.6,60.3,4.5,15.0,0.0,2170-10-02,4,0.44,174.83,461.15,0
1224,26.6,60.3,4.5,15.0,0.0,2170-10-02,5,0.32,192.29,883.81,0
2445,24.8,65.2,5.8,13.8,0.1,2170-10-03,1,0.86,191.97,745.55,3
2446,24.8,65.2,5.8,13.8,0.1,2170-10-03,2,0.7,235.92,609.5,3
2447,24.8,65.2,5.8,13.8,0.1,2170-10-03,3,0.68,150.64,693.03,3
2448,24.8,65.2,5.8,13.8,0.1,2170-10-03,4,0.38,160.17,578.14,0
2449,24.8,65.2,5.8,13.8,0.1,2170-10-03,5,0.56,106.95,306.51,0
2725,25.4,64.4,6.2,10.9,0.0,2170-10-04,1,0.81,258.95,429.8,2
2726,25.4,64.4,6.2,10.9,0.0,2170-10-04,2,1.0,268.0,824.35,2
2727,25.4,64.4,6.2,10.9,0.0,2170-10-04,3,0.92,209.59,473.02,2
2728,25.4,64.4,6.2,10.9,0.0,2170-10-04,4,0.46,182.46,98.7,3
2729,25.4,64.4,6.2,10.9,0.0,2170-10-04,5,0.5,197.52,9.68,0
2835,21.2,65.7,7.2,13.4,0.1,2170-10-05,1,1.0,266.0,722.67,2
2836,21.2,65.7,7.2,13.4,0.1,2170-10-05,2,0.88,248.53,375.07,3
2837,21.2,65.7,7.2,13.4,0.1,2170-10-05,3,0.73,156.37,276.43,3
2838,21.2,65.7,7.2,13.4,0.1,2170-10-05,4,0.53,128.15,796.66,0
2839,21.2,65.7,7.2,13.4,0.1,2170-10-05,5,0.56,142.38,207.51,0
2945,18.7,67.0,6.8,9.9,0.0,2170-10-06,1,0.98,158.5,397.27,3
2946,18.7,67.0,6.8,9.9,0.0,2170-10-06,2,0.54,270.46,995.56,0
2947,18.7,67.0,6.8,9.9,0.0,2170-10-06,3,0.62,209.48,589.42,3
2948,18.7,67.0,6.8,9.9,0.0,2170-10-06,4,0.62,180.56,472.31,0
2949,18.7,67.0,6.8,9.9,0.0,2170-10-06,5,0.62,182.07,593.41,0
3060,17.1,63.0,3.5,4.9,0.0,2170-10-07,1,0.65,228.5,625.8,3
3061,17.1,63.0,3.5,4.9,0.0,2170-10-07,2,0.64,155.5,885.63,0
3062,17.1,63.0,3.5,4.9,0.0,2170-10-07,3,0.95,285.37,163.43,2
3063,17.1,63.0,3.5,4.9,0.0,2170-10-07,4,0.32,186.58,693.49,0
3064,17.1,63.0,3.5,4.9,0.0,2170-10-07,5,0.66,143.11,112.54,0
3175,20.2,64.2,4.6,6.7,0.0,2170-10-08,1,0.79,196.9,88.13,3
3176,20.2,64.2,4.6,6.7,0.0,2170-10-08,2,0.64,181.39,159.43,0
3177,20.2,64.2,4.6,6.7,0.0,2170-10-08,3,0.77,283.93,282.71,2
3178,20.2,64.2,4.6,6.7,0.0,2170-10-08,4,0.51,169.4,429.25,0
3179,20.2,64.2,4.6,6.7,0.0,2170-10-08,5,0.64,119.95,564.74,0
3290,21.3,72.0,3.8,5.3,0.0,2170-10-09,1,0.64,298.8,491.28,2
3291,21.3,72.0,3.8,5.3,0.0,2170-10-09,2,0.71,167.09,63.25,0
3292,21.3,72.0,3.8,5.3,0.0,2170-10-09,3,0.81,197.64,327.19,3
3293,21.3,72.0,3.8,5.3,0.0,2170-10-09,4,0.63,101.22,311.51,0
3294,21.3,72.0,3.8,5.3,0.0,2170-10-09,5,0.58,111.41,295.02,3
125,25.1,65.4,3.8,5.4,0.0,2170-10-10,1,0.56,265.23,353.38,3
126,25.1,65.4,3.8,5.4,0.0,2170-10-10,2,0.97,216.97,24.95,3
127,25.1,65.4,3.8,5.4,0.0,2170-10-10,3,0.74,168.95,318.99,3
128,25.1,65.4,3.8,5.4,0.0,2170-10-10,4,0.48,139.53,963.05,3
129,25.1,65.4,3.8,5.4,0.0,2170-10-10,5,0.32,174.59,619.31,0
235,19.0,58.7,3.6,5.6,0.0,2170-10-11,1,0.88,189.34,445.19,3
236,19.0,58.7,3.6,5.6,0.0,2170-10-11,2,0.94,294.85,384.25,3
237,19.0,58.7,3.6,5.6,0.0,2170-10-11,3,0.62,295.52,392.09,2
238,19.0,58.7,3.6,5.6,0.0,2170-10-11,4,0.59,104.21,682.07,0
239,19.0,58.7,3.6,5.6,0.0,2170-10-11,5,0.67,124.21,308.78,0
340,23.5,51.2,5.7,8.0,0.0,2170-10-12,1,0.63,285.17,470.23,2
341,23.5,51.2,5.7,8.0,0.0,2170-10-12,2,0.85,164.9,49.68,3
342,23.5,51.2,5.7,8.0,0.0,2170-10-12,3,0.94,195.15,328.51,3
343,23.5,51.2,5.7,8.0,0.0,2170-10-12,4,0.58,199.02,72.89,0
344,23.5,51.2,5.7,8.0,0.0,2170-10-12,5,0.5,104.66,615.44,3
450,21.8,56.7,3.3,4.2,0.0,2170-10-13,1,0.94,192.34,771.74,3
451,21.8,56.7,3.3,4.2,0.0,2170-10-13,2,0.5,180.33,571.04,0
452,21.8,56.7,3.3,4.2,0.0,2170-10-13,3,0.71,167.19,154.79,3
453,21.8,56.7,3.3,4.2,0.0,2170-10-13,4,0.68,133.0,176.9,3
454,21.8,56.7,3.3,4.2,0.0,2170-10-13,5,0.52,102.42,494.8,3
560,19.5,50.2,3.3,6.6,0.0,2170-10-14,1,0.65,215.08,612.86,2
561,19.5,50.2,3.3,6.6,0.0,2170-10-14,2,0.82,235.29,585.6,3
562,19.5,50.2,3.3,6.6,0.0,2170-10-14,3,0.57,280.11,260.87,3
563,19.5,50.2,3.3,6.6,0.0,2170-10-14,4,0.62,100.93,734.26,0
564,19.5,50.2,3.3,6.6,0.0,2170-10-14,5,0.65,177.8,328.49,0
670,22.5,58.1,4.3,7.3,0.0,2170-10-15,1,0.99,158.11,569.5,3
671,22.5,58.1,4.3,7.3,0.0,2170-10-15,2,0.93,155.78,600.93,0
672,22.5,58.1,4.3,7.3,0.0,2170-10-15,3,0.69,170.3,78.62,3
673,22.5,58.1,4.3,7.3,0.0,2170-10-15,4,0.33,153.45,102.35,3
674,22.5,58.1,4.3,7.3,0.0,2170-10-15,5,0.65,126.52,595.85,0
775,19.7,67.2,3.7,4.4,0.0,2170-10-16,1,0.97,249.85,173.24,2
776,19.7,67.2,3.7,4.4,0.0,2170-10-16,2,0.83,153.6,402.83,0
777,19.7,67.2,3.7,4.4,0.0,2170-10-16,3,0.84,263.84,557.82,2
778,19.7,67.2,3.7,4.4,0.0,2170-10-16,4,0.4,185.36,96.48,0
779,19.7,67.2,3.7,4.4,0.0,2170-10-16,5,0.32,158.39,965.83,0
885,17.6,65.5,3.5,7.7,0.0,2170-10-17,1,0.67,243.65,317.74,2
886,17.6,65.5,3.5,7.7,0.0,2170-10-17,2,0.68,162.1,192.78,0
887,17.6,65.5,3.5,7.7,0.0,2170-10-17,3,0.91,191.42,636.87,3
888,17.6,65.5,3.5,7.7,0.0,2170-10-17,4,0.35,122.09,918.28,0
889,17.6,65.5,3.5,7.7,0.0,2170-10-17,5,0.53,120.01,725.45,3
1000,23.2,52.5,3.7,7.7,0.0,2170-10-18,1,0.66,258.31,546.58,2
1001,23.2,52.5,3.7,7.7,0.0,2170-10-18,2,0.89,258.06,994.96,0
1002,23.2,52.5,3.7,7.7,0.0,2170-10-18,3,0.89,178.36,387.1,3
1003,23.2,52.5,3.7,7.7,0.0,2170-10-18,4,0.59,107.18,622.51,0
1004,23.2,52.5,3.7,7.7,0.0,2170-10-18,5,0.53,107.65,845.24,0
1110,22.5,69.2,5.3,15.5,0.0,2170-10-19,1,0.86,258.3,755.34,2
1111,22.5,69.2,5.3,15.5,0.0,2170-10-19,2,0.81,242.41,905.25,0
1112,22.5,69.2,5.3,15.5,0.0,2170-10-19,3,0.59,212.8,313.19,3
1113,22.5,69.2,5.3,15.5,0.0,2170-10-19,4,0.38,154.55,113.56,0
1114,22.5,69.2,5.3,15.5,0.0,2170-10-19,5,0.54,118.51,594.78,0
1325,21.8,76.6,5.4,9.3,0.0,2170-10-20,1,0.55,241.42,681.78,3
1326,21.8,76.6,5.4,9.3,0.0,2170-10-20,2,0.75,193.28,293.38,3
1327,21.8,76.6,5.4,9.3,0.0,2170-10-20,3,0.99,277.55,169.12,2
1328,21.8,76.6,5.4,9.3,0.0,2170-10-20,4,0.62,149.58,285.13,0
1329,21.8,76.6,5.4,9.3,0.0,2170-10-20,5,0.67,118.06,549.77,3
1435,22.9,68.6,7.2,11.6,0.0,2170-10-21,1,0.81,293.27,447.91,3
1436,22.9,68.6,7.2,11.6,0.0,2170-10-21,2,0.63,271.32,204.88,1
1437,22.9,68.6,7.2,11.6,0.0,2170-10-21,3,0.89,276.51,284.31,2
1438,22.9,68.6,7.2,11.6,0.0,2170-10-21,4,0.38,194.33,709.68,0
1439,22.9,68.6,7.2,11.6,0.0,2170-10-21,5,0.4,131.59,981.14,0
1545,16.6,67.0,3.1,4.9,0.0,2170-10-22,1,0.59,176.77,633.68,3
1546,16.6,67.0,3.1,4.9,0.0,2170-10-22,2,0.8,159.76,398.97,3
1547,16.6,67.0,3.1,4.9,0.0,2170-10-22,3,0.61,232.4,795.0,2
1548,16.6,67.0,3.1,4.9,0.0,2170-10-22,4,0.38,152.06,190.17,0
1549,16.6,67.0,3.1,4.9,0.0,2170-10-22,5,0.36,134.06,889.69,0
1655,-7.6,33.8,2.9,0.7,0.0,2170-10-23,1,0.75,186.02,669.28,3
1656,-7.6,33.8,2.9,0.7,0.0,2170-10-23,2,0.66,184.23,362.75,0
1657,-7.6,33.8,2.9,0.7,0.0,2170-10-23,3,0.75,255.36,516.08,2
1658,-7.6,33.8,2.9,0.7,0.0,2170-10-23,4,0.36,186.99,136.31,0
1659,-7.6,33.8,2.9,0.7,0.0,2170-10-23,5,0.52,191.61,808.13,0
1770,14.9,61.2,3.3,3.8,0.0,2170-10-24,1,0.91,274.99,451.83,2
1771,14.9,61.2,3.3,3.8,0.0,2170-10-24,2,0.89,161.43,489.42,3
1772,14.9,61.2,3.3,3.8,0.0,2170-10-24,3,0.6,250.1,23.92,3
1773,14.9,61.2,3.3,3.8,0.0,2170-10-24,4,0.68,143.62,156.99,0
1774,14.9,61.2,3.3,3.8,0.0,2170-10-24,5,0.61,106.11,875.44,0
1885,19.0,63.1,2.8,2.6,0.0,2170-10-25,1,0.56,287.63,44.55,3
1886,19.0,63.1,2.8,2.6,0.0,2170-10-25,2,0.96,221.44,70.28,1
1887,19.0,63.1,2.8,2.6,0.0,2170-10-25,3,0.86,267.95,700.71,3
1888,19.0,63.1,2.8,2.6,0.0,2170-10-25,4,0.5,156.16,66.19,0
1889,19.0,63.1,2.8,2.6,0.0,2170-10-25,5,0.61,138.95,617.36,0
2000,18.9,61.0,3.4,4.5,0.0,2170-10-26,1,0.78,238.78,599.73,2
2001,18.9,61.0,3.4,4.5,0.0,2170-10-26,2,0.86,176.71,593.25,3
2002,18.9,61.0,3.4,4.5,0.0,2170-10-26,3,0.76,158.75,214.64,3
2003,18.9,61.0,3.4,4.5,0.0,2170-10-26,4,0.63,122.46,981.6,0
2004,18.9,61.0,3.4,4.5,0.0,2170-10-26,5,0.35,127.3,110.86,0
2115,21.4,58.9,3.5,3.7,0.0,2170-10-27,1,0.94,202.46,85.32,2
2116,21.4,58.9,3.5,3.7,0.0,2170-10-27,2,0.66,234.54,146.17,1
2117,21.4,58.9,3.5,3.7,0.0,2170-10-27,3,0.91,249.47,519.51,3
2118,21.4,58.9,3.5,3.7,0.0,2170-10-27,4,0.37,155.91,249.31,3
2119,21.4,58.9,3.5,3.7,0.0,2170-10-27,5,0.56,114.2,740.1,0
2225,23.2,57.7,6.7,21.1,0.0,2170-10-28,1,0.6,299.5,475.75,3
2226,23.2,57.7,6.7,21.1,0.0,2170-10-28,2,0.63,176.67,198.64,0
2227,23.2,57.7,6.7,21.1,0.0,2170-10-28,3,0.78,251.41,578.8,2
2228,23.2,57.7,6.7,21.1,0.0,2170-10-28,4,0.3,102.11,738.72,0
2229,23.2,57.7,6.7,21.1,0.0,2170-10-28,5,0.66,171.03,837.25,3
2340,24.6,57.6,4.7,12.4,0.0,2170-10-29,1,0.79,178.53,485.59,3
2341,24.6,57.6,4.7,12.4,0.0,2170-10-29,2,0.98,255.03,437.19,0
2342,24.6,57.6,4.7,12.4,0.0,2170-10-29,3,0.55,187.97,91.53,3
2343,24.6,57.6,4.7,12.4,0.0,2170-10-29,4,0.55,157.03,465.82,0
2344,24.6,57.6,4.7,12.4,0.0,2170-10-29,5,0.37,176.55,512.05,0
2560,26.4,56.0,4.5,8.4,0.0,2170-10-30,1,0.73,295.7,274.07,2
2561,26.4,56.0,4.5,8.4,0.0,2170-10-30,2,0.54,234.27,477.9,0
2562,26.4,56.0,4.5,8.4,0.0,2170-10-30,3,0.63,246.25,663.12,2
2563,26.4,56.0,4.5,8.4,0.0,2170-10-30,4,0.51,130.48,75.87,0
2564,26.4,56.0,4.5,8.4,0.0,2170-10-30,5,0.48,191.89,638.76,0
2660,23.2,68.3,4.6,12.3,0.1,2170-10-31,1,0.69,244.6,523.65,2
2661,23.2,68.3,4.6,12.3,0.1,2170-10-31,2,0.72,172.31,582.55,3
2662,23.2,68.3,4.6,12.3,0.1,2170-10-31,3,0.61,259.97,197.48,2
2663,23.2,68.3,4.6,12.3,0.1,2170-10-31,4,0.31,104.84,739.24,0
2664,23.2,68.3,4.6,12.3,0.1,2170-10-31,5,0.56,160.23,273.27,0
20,14.9,62.6,6.7,12.0,0.0,2170-11-01,1,0.58,165.85,565.45,3
21,14.9,62.6,6.7,12.0,0.0,2170-11-01,2,0.56,279.08,119.28,3
22,14.9,62.6,6.7,12.0,0.0,2170-11-01,3,0.67,208.53,135.14,2
23,14.9,62.6,6.7,12.0,0.0,2170-11-01,4,0.43,108.14,926.01,0
24,14.9,62.6,6.7,12.0,0.0,2170-11-01,5,0.4,180.77,689.96,0
1230,20.8,59.4,7.6,13.5,0.0,2170-11-02,1,0.61,232.74,634.61,2
1231,20.8,59.4,7.6,13.5,0.0,2170-11-02,2,0.92,297.38,118.97,1
1232,20.8,59.4,7.6,13.5,0.0,2170-11-02,3,0.79,205.78,637.88,2
1233,20.8,59.4,7.6,13.5,0.0,2170-11-02,4,0.65,124.7,417.38,0
1234,20.8,59.4,7.6,13.5,0.0,2170-11-02,5,0.41,108.81,618.18,0
2455,13.7,63.6,9.1,13.5,0.0,2170-11-03,1,0.72,262.7,784.98,2
2456,13.7,63.6,9.1,13.5,0.0,2170-11-03,2,1.0,289.44,704.77,3
2457,13.7,63.6,9.1,13.5,0.0,2170-11-03,3,0.64,259.16,494.85,2
2458,13.7,63.6,9.1,13.5,0.0,2170-11-03,4,0.65,104.23,797.58,0
2459,13.7,63.6,9.1,13.5,0.0,2170-11-03,5,0.35,174.87,353.62,0
2735,12.9,72.3,3.5,5.4,0.0,2170-11-04,1,0.84,292.45,374.96,3
2736,12.9,72.3,3.5,5.4,0.0,2170-11-04,2,0.84,238.78,404.23,3
2737,12.9,72.3,3.5,5.4,0.0,2170-11-04,3,0.52,214.25,256.57,3
2738,12.9,72.3,3.5,5.4,0.0,2170-11-04,4,0.45,195.27,615.74,0
2739,12.9,72.3,3.5,5.4,0.0,2170-11-04,5,0.33,180.67,446.74,0
2845,15.0,62.5,6.0,10.5,0.0,2170-11-05,1,0.7,198.24,734.33,3
2846,15.0,62.5,6.0,10.5,0.0,2170-11-05,2,0.74,289.3,158.03,1
2847,15.0,62.5,6.0,10.5,0.0,2170-11-05,3,0.7,202.18,230.4,2
2848,15.0,62.5,6.0,10.5,0.0,2170-11-05,4,0.47,144.29,563.16,0
2849,15.0,62.5,6.0,10.5,0.0,2170-11-05,5,0.58,137.81,723.71,0
2955,12.7,74.7,7.6,13.4,0.0,2170-11-06,1,0.56,224.77,526.02,3
2956,12.7,74.7,7.6,13.4,0.0,2170-11-06,2,0.89,172.22,656.59,0
2957,12.7,74.7,7.6,13.4,0.0,2170-11-06,3,0.95,279.8,603.23,3
2958,12.7,74.7,7.6,13.4,0.0,2170-11-06,4,0.56,197.83,505.95,0
2959,12.7,74.7,7.6,13.4,0.0,2170-11-06,5,0.51,150.88,992.45,3
3070,11.5,71.4,10.5,15.8,0.0,2170-11-07,1,0.94,159.76,304.06,3
3071,11.5,71.4,10.5,15.8,0.0,2170-11-07,2,0.84,191.41,56.9,3
3072,11.5,71.4,10.5,15.8,0.0,2170-11-07,3,0.89,236.03,357.08,2
3073,11.5,71.4,10.5,15.8,0.0,2170-11-07,4,0.36,177.33,824.77,0
3074,11.5,71.4,10.5,15.8,0.0,2170-11-07,5,0.34,155.65,547.82,0
3185,15.9,69.9,10.0,15.8,0.0,2170-11-08,1,0.58,182.03,178.74,3
3186,15.9,69.9,10.0,15.8,0.0,2170-11-08,2,0.9,292.2,750.16,1
3187,15.9,69.9,10.0,15.8,0.0,2170-11-08,3,0.8,178.53,211.96,3
3188,15.9,69.9,10.0,15.8,0.0,2170-11-08,4,0.39,197.32,274.34,3
3189,15.9,69.9,10.0,15.8,0.0,2170-11-08,5,0.44,143.0,263.16,0
3300,9.7,80.5,2.7,0.0,0.0,2170-11-09,1,0.84,204.66,383.02,2
3301,9.7,80.5,2.7,0.0,0.0,2170-11-09,2,0.63,207.93,382.28,3
3302,9.7,80.5,2.7,0.0,0.0,2170-11-09,3,0.82,291.58,569.52,2
3303,9.7,80.5,2.7,0.0,0.0,2170-11-09,4,0.51,105.27,731.41,0
3304,9.7,80.5,2.7,0.0,0.0,2170-11-09,5,0.52,131.82,614.78,0
135,9.7,76.4,2.9,3.2,0.0,2170-11-10,1,0.62,240.09,527.97,2
136,9.7,76.4,2.9,3.2,0.0,2170-11-10,2,0.74,169.88,307.59,3
137,9.7,76.4,2.9,3.2,0.0,2170-11-10,3,0.81,174.08,399.6,3
138,9.7,76.4,2.9,3.2,0.0,2170-11-10,4,0.34,195.95,670.43,0
139,9.7,76.4,2.9,3.2,0.0,2170-11-10,5,0.63,144.87,432.37,0
245,19.2,76.1,2.6,2.8,0.0,2170-11-11,1,0.67,269.44,453.4,2
246,19.2,76.1,2.6,2.8,0.0,2170-11-11,2,0.75,263.04,291.45,1
247,19.2,76.1,2.6,2.8,0.0,2170-11-11,3,0.83,241.75,397.04,2
248,19.2,76.1,2.6,2.8,0.0,2170-11-11,4,0.52,193.65,821.54,3
249,19.2,76.1,2.6,2.8,0.0,2170-11-11,5,0.56,142.31,604.27,0
350,13.8,81.2,4.6,6.9,0.0,2170-11-12,1,0.84,282.2,92.68,2
351,13.8,81.2,4.6,6.9,0.0,2170-11-12,2,0.85,223.29,645.05,1
352,13.8,81.2,4.6,6.9,0.0,2170-11-12,3,0.8,214.08,767.72,3
353,13.8,81.2,4.6,6.9,0.0,2170-11-12,4,0.34,143.0,440.55,3
354,13.8,81.2,4.6,6.9,0.0,2170-11-12,5,0.43,135.57,844.04,3
460,19.3,66.5,4.3,5.3,0.0,2170-11-13,1,0.82,179.1,546.6,3
461,19.3,66.5,4.3,5.3,0.0,2170-11-13,2,0.8,230.3,391.42,1
462,19.3,66.5,4.3,5.3,0.0,2170-11-13,3,0.51,213.83,366.92,3
463,19.3,66.5,4.3,5.3,0.0,2170-11-13,4,0.36,175.46,478.14,3
464,19.3,66.5,4.3,5.3,0.0,2170-11-13,5,0.33,121.25,766.48,0
570,14.6,67.6,6.7,12.9,0.0,2170-11-14,1,0.65,225.24,694.37,2
571,14.6,67.6,6.7,12.9,0.0,2170-11-14,2,0.94,168.33,210.86,3
572,14.6,67.6,6.7,12.9,0.0,2170-11-14,3,0.81,240.9,754.42,2
573,14.6,67.6,6.7,12.9,0.0,2170-11-14,4,0.63,145.33,55.32,0
574,14.6,67.6,6.7,12.9,0.0,2170-11-14,5,0.44,174.34,382.22,0
680,18.9,71.1,9.5,15.0,0.0,2170-11-15,1,0.99,170.96,481.01,3
681,18.9,71.1,9.5,15.0,0.0,2170-11-15,2,0.82,224.96,531.84,2
682,18.9,71.1,9.5,15.0,0.0,2170-11-15,3,0.88,271.98,58.85,2
683,18.9,71.1,9.5,15.0,0.0,2170-11-15,4,0.6,151.74,690.48,0
684,18.9,71.1,9.5,15.0,0.0,2170-11-15,5,0.31,114.91,255.63,0
785,13.9,68.0,5.6,9.5,0.0,2170-11-16,1,0.89,173.99,615.22,3
786,13.9,68.0,5.6,9.5,0.0,2170-11-16,2,0.74,200.13,989.49,1
787,13.9,68.0,5.6,9.5,0.0,2170-11-16,3,0.71,221.66,458.05,3
788,13.9,68.0,5.6,9.5,0.0,2170-11-16,4,0.53,161.57,528.43,0
789,13.9,68.0,5.6,9.5,0.0,2170-11-16,5,0.61,114.98,968.42,0
895,17.3,75.2,8.4,13.4,0.0,2170-11-17,1,0.54,268.53,129.55,3
896,17.3,75.2,8.4,13.4,0.0,2170-11-17,2,0.88,261.83,696.15,2
897,17.3,75.2,8.4,13.4,0.0,2170-11-17,3,0.65,203.4,609.3,2
898,17.3,75.2,8.4,13.4,0.0,2170-11-17,4,0.41,128.16,307.58,0
899,17.3,75.2,8.4,13.4,0.0,2170-11-17,5,0.4,127.31,333.25,0
1010,17.1,63.3,4.4,5.6,0.0,2170-11-18,1,0.85,155.04,240.07,3
1011,17.1,63.3,4.4,5.6,0.0,2170-11-18,2,0.67,155.87,89.16,0
1012,17.1,63.3,4.4,5.6,0.0,2170-11-18,3,0.78,216.67,199.75,3
1013,17.1,63.3,4.4,5.6,0.0,2170-11-18,4,0.52,180.7,214.48,0
1014,17.1,63.3,4.4,5.6,0.0,2170-11-18,5,0.33,117.82,437.24,3
1115,12.7,70.9,2.8,1.8,0.0,2170-11-19,1,0.81,265.23,518.66,2
1116,12.7,70.9,2.8,1.8,0.0,2170-11-19,2,0.52,240.64,809.22,0
1117,12.7,70.9,2.8,1.8,0.0,2170-11-19,3,0.64,182.95,301.99,3
1118,12.7,70.9,2.8,1.8,0.0,2170-11-19,4,0.56,192.78,754.12,0
1119,12.7,70.9,2.8,1.8,0.0,2170-11-19,5,0.36,179.79,50.03,0
1445,17.7,68.6,5.5,8.1,0.0,2170-11-21,1,0.73,272.86,42.18,2
1446,17.7,68.6,5.5,8.1,0.0,2170-11-21,2,0.96,226.11,227.74,1
1447,17.7,68.6,5.5,8.1,0.0,2170-11-21,3,0.72,276.74,312.87,3
1448,17.7,68.6,5.5,8.1,0.0,2170-11-21,4,0.34,133.91,290.83,0
1449,17.7,68.6,5.5,8.1,0.0,2170-11-21,5,0.5,114.42,218.19,0
1555,3.6,56.3,4.8,6.2,0.0,2170-11-22,1,0.81,234.46,666.8,2
1556,3.6,56.3,4.8,6.2,0.0,2170-11-22,2,0.56,169.03,188.0,0
1557,3.6,56.3,4.8,6.2,0.0,2170-11-22,3,0.59,194.29,70.58,3
1558,3.6,56.3,4.8,6.2,0.0,2170-11-22,4,0.65,154.5,154.62,0
1559,3.6,56.3,4.8,6.2,0.0,2170-11-22,5,0.6,128.29,433.87,3
1665,9.0,58.9,3.5,4.9,0.0,2170-11-23,1,0.57,235.68,565.0,3
1666,9.0,58.9,3.5,4.9,0.0,2170-11-23,2,0.61,175.2,852.26,0
1667,9.0,58.9,3.5,4.9,0.0,2170-11-23,3,0.79,178.45,447.26,3
1668,9.0,58.9,3.5,4.9,0.0,2170-11-23,4,0.64,168.82,360.91,0
1669,9.0,58.9,3.5,4.9,0.0,2170-11-23,5,0.63,100.74,801.95,0
1780,11.8,75.9,5.3,8.3,0.2,2170-11-24,1,0.79,187.59,393.54,3
1781,11.8,75.9,5.3,8.3,0.2,2170-11-24,2,0.9,268.34,582.35,3
1782,11.8,75.9,5.3,8.3,0.2,2170-11-24,3,0.89,277.82,505.54,2
1783,11.8,75.9,5.3,8.3,0.2,2170-11-24,4,0.64,111.58,875.54,0
1784,11.8,75.9,5.3,8.3,0.2,2170-11-24,5,0.37,176.1,421.91,3
1895,17.8,68.4,5.0,7.0,0.0,2170-11-25,1,0.56,195.32,257.52,3
1896,17.8,68.4,5.0,7.0,0.0,2170-11-25,2,0.79,150.77,585.02,0
1897,17.8,68.4,5.0,7.0,0.0,2170-11-25,3,0.54,192.68,661.7,3
1898,17.8,68.4,5.0,7.0,0.0,2170-11-25,4,0.67,142.73,870.61,0
1899,17.8,68.4,5.0,7.0,0.0,2170-11-25,5,0.49,181.59,864.12,0
2010,15.0,65.6,10.8,19.4,0.0,2170-11-26,1,0.72,230.69,441.49,3
2011,15.0,65.6,10.8,19.4,0.0,2170-11-26,2,0.88,241.29,387.78,1
2012,15.0,65.6,10.8,19.4,0.0,2170-11-26,3,0.96,159.44,663.4,3
2013,15.0,65.6,10.8,19.4,0.0,2170-11-26,4,0.35,150.53,988.6,0
2014,15.0,65.6,10.8,19.4,0.0,2170-11-26,5,0.61,164.35,411.71,0
2125,13.7,75.0,14.1,21.5,0.0,2170-11-27,1,0.54,267.77,526.41,3
2126,13.7,75.0,14.1,21.5,0.0,2170-11-27,2,0.71,173.36,568.98,3
2127,13.7,75.0,14.1,21.5,0.0,2170-11-27,3,0.85,187.3,205.98,3
2128,13.7,75.0,14.1,21.5,0.0,2170-11-27,4,0.34,108.98,296.93,0
2129,13.7,75.0,14.1,21.5,0.0,2170-11-27,5,0.44,185.82,861.6,3
2235,13.6,58.4,13.9,24.6,0.0,2170-11-28,1,0.6,181.49,469.28,3
2236,13.6,58.4,13.9,24.6,0.0,2170-11-28,2,0.52,248.13,66.78,3
2237,13.6,58.4,13.9,24.6,0.0,2170-11-28,3,0.65,178.56,361.27,3
2238,13.6,58.4,13.9,24.6,0.0,2170-11-28,4,0.3,183.45,114.84,0
2239,13.6,58.4,13.9,24.6,0.0,2170-11-28,5,0.31,120.87,791.35,0
2350,6.5,61.7,6.3,9.3,0.0,2170-11-29,1,0.76,282.39,311.67,2
2351,6.5,61.7,6.3,9.3,0.0,2170-11-29,2,0.96,292.83,467.37,1
2352,6.5,61.7,6.3,9.3,0.0,2170-11-29,3,0.55,184.13,191.11,3
2353,6.5,61.7,6.3,9.3,0.0,2170-11-29,4,0.65,173.55,367.6,0
2354,6.5,61.7,6.3,9.3,0.0,2170-11-29,5,0.32,110.69,712.21,0
2570,-6.4,55.8,3.1,3.4,0.0,2170-11-30,1,0.62,265.13,131.88,3
2571,-6.4,55.8,3.1,3.4,0.0,2170-11-30,2,0.55,159.83,293.05,0
2572,-6.4,55.8,3.1,3.4,0.0,2170-11-30,3,0.69,247.41,552.63,2
2573,-6.4,55.8,3.1,3.4,0.0,2170-11-30,4,0.69,189.76,348.13,0
2574,-6.4,55.8,3.1,3.4,0.0,2170-11-30,5,0.39,184.0,87.76,0
